SUPPLIER PRODUCT NUMBER,SUPPLIER PRODUCT NAME,SUPPLIER EAN CODE ,PACKAGING UNIT,RETAIL PRICE (MSRP),PURCHASE PRICE (EXCL. VAT),BRAND,CATEGORY,MATERIAL,COLOR,COUNTRY OF ORIGIN,PRODUCT DESCRIPTION,MICROWAVE SAFE,CLEANING/WASHING INSTRUCTIONS,DISHWASHER SAFE,HANDMADE,DIAMETER (CM),WIDTH (CM) ,HEIGHT (CM),LENGHT (CM),CAPACITY (ML),NET PRODUCT WEIGHT (GRAMS),PACKAGE DIMENSIONS: LENGTH (CM),PACKAGE DIMENSIONS: HEIGHT (CM),PACKAGE DIMENSIONS: WIDTH (CM),GROSS WEIGHT INCL. PACKAGE (GRAMS)
653-50,Ripple aperitive glass Rosa,5740009207851,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"Perfect for an elegant aperitive before a dinner party, the ripple aperitive glass is bold and a guaranteed eye-catcher.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,5,,"23,5",No Length,200,170,"22,7",24,"11,5",340
660-12,Lyon Martini glass Citron ,5740009207875,2 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Wine glasses, Glass,Citron,Czech Republic,"Perfect for an elegant aperitive before a dinner party, the ripple aperitive glass is bold and a guaranteed eye-catcher.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,5,,"23,5",No Length,200,170,"22,7",24,"11,5",340
660-32,Lyon Martini glass Olivegreen,5740009207905,2 pcs / 1 box,"€49,00","€19,60",Anna von Lipa,Wine glasses, Glass,Olivegreen,Czech Republic,"The Lyon martini glass is with its vintage-inspired design, bold yet simplistic. Blown in popular rippled pattern and to be found in an array of vivid colours. Handmade, and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,12,,"17,5",No Length,210,200,18,"24,5","12,5",400
660-50,Lyon Martini glass Rosa,5740009207929,2 pcs / 1 box,"€49,00","€19,60",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"The Lyon martini glass is with its vintage-inspired design, bold yet simplistic. Blown in popular rippled pattern and to be found in an array of vivid colours. Handmade, and designed by founder of Anna von Lipa, Jytte Correll.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,12,,"17,5",No Length,210,200,18,"24,5","12,5",400
670-32,Lyon GinTonic glasses Olivegreen,5740009208957,2 pcs / 1 box,"€52,25","€20,90",Anna von Lipa,Wine glasses, Glass,Olivegreen,Czech Republic,"The Lyon gintonic glass is with its vintage-inspired design, bold yet simplistic. Blown in popular rippled pattern and to be found in an array of vivid colours. Handmade, and designed by founder of Anna von Lipa, Jytte Correll.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,10,,"20,5",No Length,820,170,"15,3","21,3","10,8",340
670-50,Lyon GinTonic glasses Rosa,5740009207981,2 pcs / 1 box,"€52,25","€20,90",Anna von Lipa,Wine glasses, Glass,Rosa,Czech Republic,"The Lyon gintonic glass is with its vintage-inspired design, bold yet simplistic. Blown in popular rippled pattern and to be found in an array of vivid colours. Handmade, and designed by founder of Anna von Lipa, Jytte Correll.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,10,,"20,5",No Length,820,170,"15,3","21,3","10,8",340
710-15,Tulipán Candle Holder 15 cm Turquoise,5740009204935,1 pcs / 1 box,"€47,25","€18,90",Anna von Lipa,Candle holders, Glass,Turquoise,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,15,No Length,x,200,9,"16,5",9,300
715-15,Tulipán Candle Holder 20 cm Turquoise,5740009204973,1 pcs / 1 box,"€54,00","€21,60",Anna von Lipa,Candle holders, Glass,Turquoise,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,20,No Length,x,200,11,"23,5",11,300
715-30,Tulipán Candle Holder 20 cm New brown,5740009204942,1 pcs / 1 box,"€54,00","€21,60",Anna von Lipa,Candle holders, Glass,New brown,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,20,No Length,x,200,11,"23,5",11,300
715-32,Tulipán Candle Holder 20 cm Olivegreen,5740009208964,1 pcs / 1 box,"€54,00","€21,60",Anna von Lipa,Candle holders, Glass,Olivegreen,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,20,No Length,x,200,11,"23,5",11,300
715-50,Tulipán Candle Holder 20 cm Rosa,5740009204959,1 pcs / 1 box,"€54,00","€21,60",Anna von Lipa,Candle holders, Glass,Rosa,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,20,No Length,x,200,11,"23,5",11,300
720-15,Tulipán Candle Holder 25 cm Turquoise,5740009205000,1 pcs / 1 box,"€64,25","€25,70",Anna von Lipa,Candle holders, Glass,Turquoise,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,25,No Length,x,150,"9,5","26,5","9,5",150
720-30,Tulipán Candle Holder 25 cm New Brown,5740009204980,1 pcs / 1 box,"€64,25","€25,70",Anna von Lipa,Candle holders, Glass,New brown,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,25,No Length,x,150,"9,5","26,5","9,5",150
720-32,Tulipán Candle Holder 25 cm Olivegreen,8595711801340,1 pcs / 1 box,"€64,25","€25,70",Anna von Lipa,Candle holders, Glass,Olivegreen,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,25,No Length,x,150,"9,5","26,5","9,5",150
720-50,Tulipán Candle Holder 25 cm Rosa,5740009204997,1 pcs / 1 box,"€64,25","€25,70",Anna von Lipa,Candle holders, Glass,Rosa,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,25,No Length,x,150,"9,5","26,5","9,5",150
725-15,Tulipán Candle Holder 30 cm Turquoise,5740009205031,1 pcs / 1 box,"€70,63","€28,25",Anna von Lipa,Candle holders, Glass,Turquoise,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,30,No Length,x,250,12,"31,5",12,250
725-30,Tulipán Candle Holder 30 cm New Brown,5740009205420,1 pcs / 1 box,"€70,63","€28,25",Anna von Lipa,Candle holders, Glass,New brown,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,30,No Length,x,250,12,"31,5",12,250
725-32,Tulipán Candle Holder 30 cm Olivegreen,5740009208971,1 pcs / 1 box,"€70,63","€28,25",Anna von Lipa,Candle holders, Glass,Olivegreen,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,30,No Length,x,250,12,"31,5",12,250
725-50,Tulipán Candle Holder 30 cm Rosa,5740009205017,1 pcs / 1 box,"€70,63","€28,25",Anna von Lipa,Candle holders, Glass,Rosa,Czech Republic,"Beautiful and graceful candlesticks inspired by tulips. Handmade and mouthblown by glassblowers well known for producing Wine glasses and Champagne glasses, with classic style but modern touch.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,,,30,No Length,x,250,12,"31,5",12,250
805-135,Easter Eggs Color mix,5740009209435,12 pcs / 1 box,"€32,25","€4,50",Anna von Lipa,Decoration, Glass,Color mix,Czech Republic,"Handmade glass eggs in pastel colors, packed by 12 in one box.
",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,10,No Length,x,200,23,"15,8",15,2400
815-10,Christmas Ball Crystal,5740009208988,6 pcs / 1 box,"€24,00","€6,00",Anna von Lipa,Decoration, Glass,Crystal,Czech Republic,"Handmade glass ball in pink or crystal color with eyelet for string, packed 6 in one box.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,8,No Length,x,150,"25,8",12,17,900
815-50,Christmas Ball Rosa,5740009208889,6 pcs / 1 box,"€24,00","€6,00",Anna von Lipa,Decoration, Glass,Rosa,Czech Republic,"Handmade glass ball in pink or crystal color with eyelet for string, packed 6 in one box.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,8,No Length,x,150,"25,8",12,17,900
820-129,Christmas Ball Amber+Glimmer,5740009208995,6 pcs / 1 box,"€26,00","€6,50",Anna von Lipa,Decoration, Glass,Amber+Glimmer,Czech Republic,"Handmade glass ball in amber and glimmer with eyelet for string, packed 6 in one box.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,7,,8,No Length,x,150,"25,8",12,17,900
921-112,Hand Painted Verona White Wine 350 ml Flamingo,8595711803061,2 pcs / 1 box,"€32,00","€12,80",Anna von Lipa,Wine glasses, Glass,Flamingo,Czech Republic,"Enjoy your drinks...
... with our brand-new hand-painted collection of Wine glasses.
The unique shape reminisces tulips in bloom and the wide selection of colors will fit every mood.

Two striking types - SEVILLA and VERONA - comes in three different:
STRIPE - a stroke of a brush gracefully wrapping around the glass
LINES - multiple brush strokes detailing where the cup meets the stem
STRIPE WITH COLORED WALL - accompanying the stroke of a brush, a layer of color defining the piece as one-of-kind in it's simplicity

Colors make people happy...
... and we know it.

We're introducing three colors:
Apricot
Flamingo
Atlantic

Which one will you choose? :)",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"8,5",,"22,5",No Length,350,250,"19,5",24,10,650
921-131,Hand Painted Verona White Wine 350 ml Apricot,8595711803078,2 pcs / 1 box,"€32,00","€12,80",Anna von Lipa,Wine glasses, Glass,Apricot,Czech Republic,"Enjoy your drinks...
... with our brand-new hand-painted collection of Wine glasses.
The unique shape reminisces tulips in bloom and the wide selection of colors will fit every mood.

Two striking types - SEVILLA and VERONA - comes in three different:
STRIPE - a stroke of a brush gracefully wrapping around the glass
LINES - multiple brush strokes detailing where the cup meets the stem
STRIPE WITH COLORED WALL - accompanying the stroke of a brush, a layer of color defining the piece as one-of-kind in it's simplicity

Colors make people happy...
... and we know it.

We're introducing three colors:
Apricot
Flamingo
Atlantic

Which one will you choose? :)",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"8,5",,"22,5",No Length,350,250,"19,5",24,10,650
